dates,venue,city,home_team,team_1,team_2,total_matches_team1,total_matches_team2,toss_winner,total_wins_team1,total_wins_team2,toss_decision,umpire_1,umpire_2,match_winner,head_to_head,total_loses_team1,total_loses_team2,win_ratio_team1,win_ratio_team2,lose_ratio_team1,lose_ratio_team2
2017-01-20,Dubai International Cricket Stadium,Dubai,none,Afghanistan,Ireland,,,Ireland,,,bat,BB Pradhan,Tabarak Dar,Afghanistan,,,,,,,
2017-01-20,Dubai International Cricket Stadium,Dubai,none,Ireland,Scotland,,,Scotland,,,field,Ahmed Shah Pakteen,BB Pradhan,Ireland,,,,,,,
2017-01-20,SuperSport Park,Centurion,South Africa,South Africa,Sri Lanka,,,Sri Lanka,,,field,S George,AT Holdstock,South Africa,,,,,,,
2017-01-22,New Wanderers Stadium,Johannesburg,South Africa,South Africa,Sri Lanka,,,South Africa,,,bat,AT Holdstock,BP Jele,Sri Lanka,,,,,,,
2017-01-25,Newlands,Cape Town,South Africa,South Africa,Sri Lanka,,,South Africa,,,bat,S George,BP Jele,Sri Lanka,,,,,,,
2017-01-26,Green Park,Kanpur,India,India,England,,,England,,,field,AK Chaudhary,Nitin Menon,England,,,,,,,
2017-01-29,Vidarbha Cricket Association Stadium,Nagpur,India,India,England,,,England,,,field,AK Chaudhary,C Shamshuddin,India,,,,,,,
2017-02-01,M Chinnaswamy Stadium,Bangalore,India,India,England,,,England,,,field,AK Chaudhary,Nitin Menon,India,,,,,,,
2017-02-17,Eden Park,Auckland,New Zealand,New Zealand,South Africa,,,New Zealand,,,field,CM Brown,WR Knights,South Africa,,,,,,,
2017-02-17,Melbourne Cricket Ground,Melbourne,Australia,Australia,Sri Lanka,91,,Sri Lanka,,,field,MD Martell,P Wilson,Sri Lanka,,,,,,,
2017-02-19,Simonds Stadium,Victoria,Australia,Australia,Sri Lanka,92,,Sri Lanka,,,field,SD Fry,SJ Nogajski,Sri Lanka,,,,,,,
2017-02-22,Adelaide Oval,Adelaide,Australia,Australia,Sri Lanka,93,,Sri Lanka,,,field,MD Martell,P Wilson,Australia,,,,,,,
2017-03-08,Greater Noida Sports Complex Ground,Greater Noida,none,Afghanistan,Ireland,,,Ireland,,,bat,Ahmed Shah Durrani,Ahmed Shah Pakteen,Afghanistan,,,,,,,
2017-03-10,Greater Noida Sports Complex Ground,Greater Noida,none,Afghanistan,Ireland,,,Afghanistan,,,bat,Ahmed Shah Durrani,Ahmed Shah Pakteen,Afghanistan,,,,,,,
2017-03-12,Greater Noida Sports Complex Ground,Greater Noida,none,Afghanistan,Ireland,,,Ireland,,,field,Ahmed Shah Durrani,Ahmed Shah Pakteen,Afghanistan,,,,,,,
2017-03-26,Kensington Oval,Barbados,West Indies,West Indies,Pakistan,,,Pakistan,,,field,GO Brathwaite,JS Wilson,Pakistan,,,,,,,
2017-03-30,Queens Park Oval,Trinidad,West Indies,West Indies,Pakistan,,,West Indies,,,field,N Duguid,JS Wilson,Pakistan,,,,,,,
2017-04-01,Queens Park Oval,Trinidad,West Indies,West Indies,Pakistan,,,Pakistan,,,bat,GO Brathwaite,LS Reifer,West Indies,,,,,,,
2017-04-02,Queens Park Oval,Trinidad,West Indies,West Indies,Pakistan,,,Pakistan,,,field,GO Brathwaite,JS Wilson,Pakistan,,,,,,,
2017-04-04,R Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka,Bangladesh,,,Bangladesh,,,bat,REJ Martinesz,RR Wimalasiri,Sri Lanka,,,,,,,
2017-04-06,R Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka,Bangladesh,,,Bangladesh,,,bat,REJ Martinesz,RSA Palliyaguruge,Bangladesh,,,,,,,
2017-04-12,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,United Arab Emirates,Papua New Guinea,,,United Arab Emirates,,,field,Akbar Ali,Shozab Raza,United Arab Emirates,,,,,,,
2017-04-14,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,United Arab Emirates,Papua New Guinea,,,Papua New Guinea,,,bat,Akbar Ali,Shozab Raza,United Arab Emirates,,,,,,,
2017-04-14,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,United Arab Emirates,Papua New Guinea,,,Papua New Guinea,,,field,Akbar Ali,Shozab Raza,United Arab Emirates,,,,,,,
2017-06-02,Warner Park,St Kitts,West Indies,West Indies,Afghanistan,,,Afghanistan,,,bat,GO Brathwaite,N Duguid,West Indies,,,,,,,
2017-06-03,Warner Park,St Kitts,West Indies,West Indies,Afghanistan,,,West Indies,,,bat,GO Brathwaite,JS Wilson,West Indies,,,,,,,
2017-06-05,Warner Park,St Kitts,West Indies,West Indies,Afghanistan,,,Afghanistan,,,bat,LS Reifer,JS Wilson,West Indies,,,,,,,
2017-06-21,The Rose Bowl,Southampton,England,England,South Africa,,,South Africa,,,bat,RJ Bailey,RT Robinson,England,,,,,,,
2017-06-23,County Ground,Taunton,England,England,South Africa,,,England,,,field,RJ Bailey,MA Gough,South Africa,,,,,,,
2017-06-25,Sophia Gardens,Cardiff,England,England,South Africa,,,South Africa,,,field,MA Gough,RT Robinson,England,,,,,,,
2017-07-09,Sabina Park,Jamaica,West Indies,West Indies,India,,,West Indies,,,field,N Duguid,LS Reifer,West Indies,,,,,,,
2017-09-06,R.Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka,India,,,India,,,field,REJ Martinesz,RSA Palliyaguruge,India,,,,,,,
2017-09-16,Riverside Ground,Chester-le-Street,England,West Indies,England,,,England,,,field,RT Robinson,MA Gough,West Indies,,,,,,,
2017-10-07,JSCA International Stadium Complex,Ranchi,India,Australia,India,94,,India,,,field,C Shamshuddin,Nitin Menon,India,,,,,,,
2017-10-10,Barsapara Cricket Stadium,Guwahati,India,India,Australia,,95,Australia,,,field,Nitin Menon,CK Nandan,Australia,,,,,,,
2017-10-26,Mangaung Oval,Bloemfontein,South Africa,South Africa,Bangladesh,,,South Africa,,,bat,AT Holdstock,S George,South Africa,,,,,,,
2017-10-26,Sheikh Zayed Stadium,Abu Dhabi,none,Sri Lanka,Pakistan,,,Pakistan,,,field,Shozab Raza,Ahsan Raza,Pakistan,,,,,,,
2017-10-27,Sheikh Zayed Stadium,Abu Dhabi,none,Sri Lanka,Pakistan,,,Pakistan,,,field,Ahmed Shahab,Shozab Raza,Pakistan,,,,,,,
2017-10-29,Gaddafi Stadium,Lahore,Pakistan,Pakistan,Sri Lanka,,,Sri Lanka,,,field,Ahmed Shahab,Ahsan Raza,Pakistan,,,,,,,
2017-10-29,Senwes Park,Potchefstroom,South Africa,South Africa,Bangladesh,,,Bangladesh,,,field,BP Jele,S George,South Africa,,,,,,,
2017-11-01,Arun Jaitley Stadium,Delhi,India,India,New Zealand,,,New Zealand,,,field,C Shamshuddin,Nitin Menon,India,,,,,,,
2017-11-04,Saurashtra Cricket Association Stadium,Rajkot,India,New Zealand,India,,,New Zealand,,,bat,AK Chaudhary,CK Nandan,New Zealand,,,,,,,
2017-11-07,Greenfield International Stadium,Thiruvananthapuram,India,India,New Zealand,,,New Zealand,,,field,AK Chaudhary,Nitin Menon,India,,,,,,,
2017-12-20,Barabati Stadium,Cuttack,India,India,Sri Lanka,,,Sri Lanka,,,field,Nitin Menon,CK Nandan,India,,,,,,,
2017-12-22,Holkar Cricket Stadium,Indore,India,India,Sri Lanka,,,Sri Lanka,,,field,AK Chaudhary,CK Nandan,India,,,,,,,
2017-12-24,Wankhede Stadium,Mumbai,India,Sri Lanka,India,,,India,,,field,AK Chaudhary,Nitin Menon,India,,,,,,,
2017-12-29,Saxton Oval,Nelson,New Zealand,New Zealand,West Indies,,,West Indies,,,field,CM Brown,WR Knights,New Zealand,,,,,,,
2018-01-01,Bay Oval,Mount Maunganui,New Zealand,West Indies,New Zealand,,,New Zealand,,,field,CM Brown,SB Haig,West Indies,,,,,,,
2018-01-03,Bay Oval,Mount Maunganui,New Zealand,New Zealand,West Indies,,,New Zealand,,,bat,SB Haig,WR Knights,New Zealand,,,,,,,
2018-01-22,Westpac Stadium,Wellington,New Zealand,Pakistan,New Zealand,,,New Zealand,,,field,CM Brown,WR Knights,New Zealand,,,,,,,
2018-01-25,Eden Park,Auckland,New Zealand,Pakistan,New Zealand,,,Pakistan,,,bat,CM Brown,SB Haig,Pakistan,,,,,,,
2018-01-28,Bay Oval,Mount Maunganui,New Zealand,Pakistan,New Zealand,,,Pakistan,,,bat,SB Haig,WR Knights,Pakistan,,,,,,,
2018-02-03,Sydney Cricket Ground,Sydney,Australia,New Zealand,Australia,,96,Australia,,,field,CM Brown,SD Fry,Australia,,,,,,,
2018-02-05,Sharjah Cricket Stadium,Sharjah,none,Zimbabwe,Afghanistan,,,Afghanistan,,,field,Bismillah Shinwari,Ahmed Shah Durrani,Afghanistan,,,,,,,
2018-02-06,Sharjah Cricket Stadium,Sharjah,none,Afghanistan,Zimbabwe,,,Zimbabwe,,,field,Ahmed Shah Durrani,Izatullah Safi,Afghanistan,,,,,,,
2018-02-07,Bellerive Oval,Hobart,Australia,England,Australia,,97,Australia,,,field,GA Abood,SD Fry,Australia,,,,,,,
2018-02-10,Melbourne Cricket Ground,Melbourne,Australia,England,Australia,,98,Australia,,,field,CM Brown,SJ Nogajski,Australia,,,,,,,
2018-02-13,Westpac Stadium,Wellington,New Zealand,New Zealand,England,,,England,,,field,SB Haig,WR Knights,New Zealand,,,,,,,
2018-02-15,Shere Bangla National Stadium,Dhaka,Bangladesh,Bangladesh,Sri Lanka,,,Bangladesh,,,bat,Sharfuddoula,Anisur Rahman,Sri Lanka,,,,,,,
2018-02-16,Eden Park,Auckland,New Zealand,New Zealand,Australia,,99,New Zealand,,,bat,P Wilson,SB Haig,Australia,,,,,,,
2018-02-18,Seddon Park,Hamilton,New Zealand,England,New Zealand,,,New Zealand,,,field,CM Brown,P Wilson,England,,,,,,,
2018-02-18,Sylhet International Cricket Stadium,Sylhet,Bangladesh,Sri Lanka,Bangladesh,,,Bangladesh,,,field,Sharfuddoula,Masudur Rahman,Sri Lanka,,,,,,,
2018-02-18,The Wanderers Stadium,Johannesburg,South Africa,India,South Africa,,,South Africa,,,field,AT Holdstock,S George,India,,,,,,,
2018-02-21,Eden Park,Auckland,New Zealand,New Zealand,Australia,,100,New Zealand,,,bat,CM Brown,WR Knights,Australia,,,,,,,
2018-02-21,SuperSport Park,Centurion,South Africa,India,South Africa,,,South Africa,,,field,A Paleker,BP Jele,South Africa,,,,,,,
2018-02-24,Newlands,Cape Town,South Africa,India,South Africa,,,South Africa,,,field,BP Jele,S George,India,,,,,,,
2018-03-06,R.Premadasa Stadium,Colombo,Sri Lanka,India,Sri Lanka,,,Sri Lanka,,,field,REJ Martinesz,RR Wimalasiri,Sri Lanka,,,,,,,
2018-03-08,R.Premadasa Stadium,Colombo,none,Bangladesh,India,,,India,,,field,REJ Martinesz,LE Hannibal,India,,,,,,,
2018-03-10,R.Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka,Bangladesh,,,Bangladesh,,,field,REJ Martinesz,RR Wimalasiri,Bangladesh,,,,,,,
2018-03-12,R.Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka,India,,,India,,,field,REJ Martinesz,LE Hannibal,India,,,,,,,
2018-03-14,R.Premadasa Stadium,Colombo,none,India,Bangladesh,,,Bangladesh,,,field,REJ Martinesz,RR Wimalasiri,India,,,,,,,
2018-03-16,R.Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka,Bangladesh,,,Bangladesh,,,field,RR Wimalasiri,RSA Palliyaguruge,Bangladesh,,,,,,,
2018-03-18,R.Premadasa Stadium,Colombo,none,Bangladesh,India,,,India,,,field,RR Wimalasiri,RSA Palliyaguruge,India,,,,,,,
2018-04-01,National Stadium,Karachi,Pakistan,Pakistan,West Indies,,,West Indies,,,field,Shozab Raza,Ahsan Raza,Pakistan,,,,,,,
2018-04-02,National Stadium,Karachi,Pakistan,Pakistan,West Indies,,,Pakistan,,,bat,Ahmed Shahab,Shozab Raza,Pakistan,,,,,,,
2018-04-03,National Stadium,Karachi,Pakistan,West Indies,Pakistan,,,West Indies,,,bat,Aleem Dar,Ahsan Raza,Pakistan,,,,,,,
2018-06-05,Rajiv Gandhi International Cricket Stadium,Dehradun,none,Bangladesh,Afghanistan,,,Bangladesh,,,bat,Bismillah Shinwari,Izatullah Safi,Afghanistan,,,,,,,
2018-06-07,Rajiv Gandhi International Cricket Stadium,Dehradun,none,Afghanistan,Bangladesh,,,Afghanistan,,,bat,Ahmed Shah Pakteen,Izatullah Safi,Afghanistan,,,,,,,
2018-06-12,Grange Cricket Club Ground,Edinburgh,Scotland,Pakistan,Scotland,,,Pakistan,,,bat,AJT Dowdalls,DA Haggo,Pakistan,,,,,,,
2018-06-12,Hazelaarweg,Rotterdam,Netherlands,Netherlands,Ireland,,,Ireland,,,field,AJ Neill,Rizwan Akram,Netherlands,,,,,,,
2018-06-13,Grange Cricket Club Ground,Edinburgh,Scotland,Pakistan,Scotland,,,Pakistan,,,bat,AJT Dowdalls,IN Ramage,Pakistan,,,,,,,
2018-06-13,Hazelaarweg,Rotterdam,Netherlands,Ireland,Netherlands,,,Ireland,,,bat,Rizwan Akram,WPM van Liemt,Netherlands,,,,,,,
2018-06-16,Sportpark Het Schootsveld,Deventer,none,Ireland,Scotland,,,Ireland,,,bat,HKG Jansen,AJ Neill,Ireland,,,,,,,
2018-06-17,Sportpark Het Schootsveld,Deventer,none,Ireland,Scotland,,,Scotland,,,bat,WPM van Liemt,DA Haggo,Scotland,,,,,,,
2018-06-19,VRA Ground,Amstelveen,Netherlands,Netherlands,Scotland,,,Netherlands,,,bat,HKG Jansen,DA Haggo,Scotland,,,,,,,
2018-06-20,VRA Ground,Amstelveen,Netherlands,Scotland,Netherlands,,,Scotland,,,bat,DA Haggo,HKG Jansen,Scotland,,,,,,,
2018-06-27,Edgbaston,Birmingham,England,England,Australia,,101,Australia,,,field,MA Gough,AG Wharf,England,,,,,,,
2018-06-27,The Village,Dublin,Ireland,India,Ireland,,,Ireland,,,field,M Hawthorne,R Black,India,,,,,,,
2018-06-29,The Village,Dublin,Ireland,India,Ireland,,,Ireland,,,field,R Black,AJ Neill,India,,,,,,,
2018-07-01,Harare Sports Club,Harare,Zimbabwe,Pakistan,Zimbabwe,,,Zimbabwe,,,field,RB Tiffin,TJ Matibiri,Pakistan,,,,,,,
2018-07-02,Harare Sports Club,Harare,none,Pakistan,Australia,,102,Australia,,,field,RB Tiffin,TJ Matibiri,Australia,,,,,,,
2018-07-03,Harare Sports Club,Harare,Zimbabwe,Australia,Zimbabwe,103,,Zimbabwe,,,field,TJ Matibiri,L Rusere,Australia,,,,,,,
2018-07-03,Old Trafford,Manchester,England,England,India,,,India,,,field,AG Wharf,RJ Bailey,India,,,,,,,
2018-07-04,Harare Sports Club,Harare,Zimbabwe,Zimbabwe,Pakistan,,,Pakistan,,,field,I Chabi,L Rusere,Pakistan,,,,,,,
2018-07-05,Harare Sports Club,Harare,none,Pakistan,Australia,,104,Australia,,,field,RB Tiffin,L Rusere,Pakistan,,,,,,,
2018-07-06,Harare Sports Club,Harare,Zimbabwe,Zimbabwe,Australia,,105,Zimbabwe,,,bat,RB Tiffin,TJ Matibiri,Australia,,,,,,,
2018-07-06,Sophia Gardens,Cardiff,England,India,England,,,England,,,field,RT Robinson,MA Gough,England,,,,,,,
2018-07-08,County Ground,Bristol,England,England,India,,,India,,,field,RT Robinson,RJ Bailey,India,,,,,,,
2018-07-08,Harare Sports Club,Harare,none,Australia,Pakistan,106,,Australia,,,bat,RB Tiffin,L Rusere,Pakistan,,,,,,,
2018-07-29,Lords,London,none,Nepal,Netherlands,,,Netherlands,,,field,Rizwan Akram,DA Haggo,Nepal,,,,,,,
2018-07-31,Warner Park,St Kitts,West Indies,Bangladesh,West Indies,,,West Indies,,,field,JS Wilson,GO Brathwaite,West Indies,,,,,,,
2018-08-04,Central Broward Regional Park Stadium Turf Ground,Lauderhill,none,Bangladesh,West Indies,,,West Indies,,,field,LS Reifer,JS Wilson,Bangladesh,,,,,,,
2018-08-05,Central Broward Regional Park Stadium Turf Ground,Lauderhill,none,Bangladesh,West Indies,,,Bangladesh,,,bat,N Duguid,GO Brathwaite,Bangladesh,,,,,,,
2018-08-14,R.Premadasa Stadium,Colombo,Sri Lanka,South Africa,Sri Lanka,,,South Africa,,,bat,REJ Martinesz,RSA Palliyaguruge,Sri Lanka,,,,,,,
2018-08-20,Bready Cricket Club,Bready,Ireland,Afghanistan,Ireland,,,Ireland,,,field,R Black,AJ Neill,Afghanistan,,,,,,,
2018-08-22,Bready Cricket Club,Bready,Ireland,Afghanistan,Ireland,,,Afghanistan,,,bat,M Hawthorne,PA Reynolds,Afghanistan,,,,,,,
2018-10-09,Buffalo Park,East London,none,South Africa,Zimbabwe,,,South Africa,,,bat,AT Holdstock,S George,South Africa,,,,,,,
2018-10-12,Senwes Park,Potchefstroom,South Africa,Zimbabwe,South Africa,,,Zimbabwe,,,bat,A Paleker,S George,South Africa,,,,,,,
2018-10-22,Tolerance Oval,Abu Dhabi,United Arab Emirates,United Arab Emirates,Australia,,107,United Arab Emirates,,,bat,Akbar Ali,Iftikhar Ali,Australia,,,,,,,
2018-10-24,Sheikh Zayed Stadium,Abu Dhabi,none,Pakistan,Australia,,108,Australia,,,field,Shozab Raza,Ahsan Raza,Pakistan,,,,,,,
2018-10-26,Dubai International Cricket Stadium,Dubai,none,Pakistan,Australia,,109,Pakistan,,,bat,Asif Yaqoob,Ahsan Raza,Pakistan,,,,,,,
2018-10-27,R.Premadasa Stadium,Colombo,Sri Lanka,England,Sri Lanka,,,Sri Lanka,,,field,REJ Martinesz,RR Wimalasiri,England,,,,,,,
2018-10-28,Dubai International Cricket Stadium,Dubai,none,Pakistan,Australia,,110,Pakistan,,,bat,Shozab Raza,Rashid Riaz,Pakistan,,,,,,,
2018-10-31,Sheikh Zayed Stadium,Abu Dhabi,none,Pakistan,New Zealand,,,Pakistan,,,bat,Asif Yaqoob,Shozab Raza,Pakistan,,,,,,,
2018-11-02,Dubai International Cricket Stadium,Dubai,none,New Zealand,Pakistan,,,New Zealand,,,bat,Shozab Raza,Rashid Riaz,Pakistan,,,,,,,
2018-11-04,Dubai International Cricket Stadium,Dubai,none,Pakistan,New Zealand,,,Pakistan,,,bat,Asif Yaqoob,Rashid Riaz,Pakistan,,,,,,,
2018-11-04,Eden Gardens,Kolkata,India,West Indies,India,,,India,,,field,C Shamshuddin,CK Nandan,India,,,,,,,
2018-11-06,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,India,West Indies,,,West Indies,,,field,AK Chaudhary,CK Nandan,India,,,,,,,
2018-11-11,MA Chidambaram Stadium,Chennai,India,West Indies,India,,,West Indies,,,bat,C Shamshuddin,AK Chaudhary,India,,,,,,,
2018-11-17,Carrara Oval,Carrara,Australia,South Africa,Australia,,111,Australia,,,field,P Wilson,GA Abood,South Africa,,,,,,,
2018-11-21,Brisbane Cricket Ground,Brisbane,Australia,Australia,India,112,,India,,,field,P Wilson,SD Fry,Australia,,,,,,,
2018-11-23,Melbourne Cricket Ground,Melbourne,Australia,India,Australia,,113,Australia,,,field,GA Abood,SD Fry,India,,,,,,,
2018-11-25,Sydney Cricket Ground,Sydney,Australia,Australia,India,114,,Australia,,,bat,P Wilson,GA Abood,India,,,,,,,
2018-12-17,Sylhet International Cricket Stadium,Sylhet,Bangladesh,Bangladesh,West Indies,,,Bangladesh,,,bat,Sharfuddoula,Tanvir Ahmed,West Indies,,,,,,,
2018-12-20,Shere Bangla National Stadium,Dhaka,Bangladesh,Bangladesh,West Indies,,,West Indies,,,field,Tanvir Ahmed,Gazi Sohel,Bangladesh,,,,,,,
2018-12-22,Shere Bangla National Stadium,Dhaka,Bangladesh,Bangladesh,West Indies,,,Bangladesh,,,field,Tanvir Ahmed,Masudur Rahman,West Indies,,,,,,,
2019-01-11,Eden Park,Auckland,New Zealand,New Zealand,Sri Lanka,,,Sri Lanka,,,field,SB Haig,WR Knights,New Zealand,,,,,,,
2019-01-31,ICC Academy,Dubai,United Arab Emirates,United Arab Emirates,Nepal,,,Nepal,,,field,Akbar Ali,Iftikhar Ali,United Arab Emirates,,,,,,,
2019-02-01,ICC Academy,Dubai,United Arab Emirates,United Arab Emirates,Nepal,,,United Arab Emirates,,,bat,Iftikhar Ali,Shiju Sam,Nepal,,,,,,,
2019-02-01,Newlands,Cape Town,South Africa,South Africa,Pakistan,,,Pakistan,,,field,BP Jele,AT Holdstock,South Africa,,,,,,,
2019-02-03,ICC Academy,Dubai,United Arab Emirates,United Arab Emirates,Nepal,,,United Arab Emirates,,,field,Akbar Ali,Shiju Sam,Nepal,,,,,,,
2019-02-03,The Wanderers Stadium,Johannesburg,South Africa,South Africa,Pakistan,,,Pakistan,,,field,A Paleker,AT Holdstock,South Africa,,,,,,,
2019-02-06,SuperSport Park,Centurion,South Africa,South Africa,Pakistan,,,South Africa,,,field,BP Jele,AT Holdstock,Pakistan,,,,,,,
2019-02-06,Westpac Stadium,Wellington,New Zealand,New Zealand,India,,,India,,,field,CM Brown,SB Haig,New Zealand,,,,,,,
2019-02-08,Eden Park,Auckland,New Zealand,New Zealand,India,,,New Zealand,,,bat,CM Brown,WR Knights,India,,,,,,,
2019-02-10,Seddon Park,Hamilton,New Zealand,New Zealand,India,,,India,,,field,SB Haig,WR Knights,New Zealand,,,,,,,
2019-02-13,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Netherlands,Scotland,,,Netherlands,,,field,Rahul Asher,Ahsan Raza,Netherlands,,,,,,,
2019-02-13,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,Oman,Oman,Ireland,,,Oman,,,field,Rahul Asher,Ahsan Raza,Ireland,,,,,,,
2019-02-15,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,Oman,Oman,Netherlands,,,Netherlands,,,field,Rahul Asher,Ahsan Raza,Netherlands,,,,,,,
2019-02-15,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Ireland,Scotland,,,Scotland,,,field,Rahul Asher,Ahsan Raza,Scotland,,,,,,,
2019-02-17,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,none,Ireland,Netherlands,,,Ireland,,,field,Rahul Asher,Ahsan Raza,Ireland,,,,,,,
2019-02-17,Al Amerat Cricket Ground Oman Cricket Ministry Turf 1,Al Amarat,Oman,Oman,Scotland,,,Scotland,,,field,Rahul Asher,Ahsan Raza,Scotland,,,,,,,
2019-02-21,Rajiv Gandhi International Cricket Stadium,Dharamsala,none,Afghanistan,Ireland,,,Ireland,,,bat,Ahmed Shah Pakteen,Izatullah Safi,Afghanistan,,,,,,,
2019-02-23,Rajiv Gandhi International Cricket Stadium,Dehradun,none,Afghanistan,Ireland,,,Afghanistan,,,bat,Bismillah Shinwari,Ahmed Shah Durrani,Afghanistan,,,,,,,
2019-02-24,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,India,Australia,,115,Australia,,,field,C Shamshuddin,Nitin Menon,Australia,,,,,,,
2019-02-24,Rajiv Gandhi International Cricket Stadium,Dehradun,none,Afghanistan,Ireland,,,Ireland,,,field,Ahmed Shah Durrani,Izatullah Safi,Afghanistan,,,,,,,
2019-02-27,M.Chinnaswamy Stadium,Bangalore,India,India,Australia,,116,Australia,,,field,AK Chaudhary,CK Nandan,Australia,,,,,,,
2019-03-05,Darren Sammy National Cricket Stadium,Gros Islet,West Indies,West Indies,England,,,England,,,field,N Duguid,GO Brathwaite,England,,,,,,,
2019-03-08,Warner Park,Basseterre,West Indies,West Indies,England,,,West Indies,,,field,LS Reifer,GO Brathwaite,England,,,,,,,
2019-03-10,Warner Park,Basseterre,West Indies,West Indies,England,,,West Indies,,,bat,N Duguid,LS Reifer,England,,,,,,,
2019-03-15,ICC Academy,Dubai,United Arab Emirates,United States of America,United Arab Emirates,,,United Arab Emirates,,,field,Akbar Ali,Iftikhar Ali,United Arab Emirates,,,,,,,
2019-03-16,ICC Academy,Dubai,United Arab Emirates,United Arab Emirates,United States of America,,,United Arab Emirates,,,bat,Akbar Ali,Shiju Sam,United Arab Emirates,,,,,,,
2019-03-19,Newlands,Cape Town,South Africa,Sri Lanka,South Africa,,,South Africa,,,field,BP Jele,AT Holdstock,South Africa,,,,,,,
2019-03-22,Amini Park,Port Moresby,Papua New Guinea,Papua New Guinea,Philippines,,,Philippines,,,field,SD Fry,V Kalidas,Papua New Guinea,,,,,,,
2019-03-22,Amini Park,Port Moresby,Papua New Guinea,Papua New Guinea,Vanuatu,,,Vanuatu,,,bat,Tabarak Dar,SD Fry,Papua New Guinea,,,,,,,
2019-03-22,SuperSport Park,Centurion,South Africa,South Africa,Sri Lanka,,,Sri Lanka,,,field,BP Jele,S George,South Africa,,,,,,,
2019-03-23,Amini Park,Port Moresby,Papua New Guinea,Philippines,Papua New Guinea,,,Papua New Guinea,,,bat,A Kapa,V Kalidas,Papua New Guinea,,,,,,,
2019-03-23,Amini Park,Port Moresby,none,Philippines,Vanuatu,,,Vanuatu,,,bat,A Kapa,Tabarak Dar,Vanuatu,,,,,,,
2019-03-24,Amini Park,Port Moresby,Papua New Guinea,Papua New Guinea,Vanuatu,,,Vanuatu,,,bat,V Kalidas,Tabarak Dar,Papua New Guinea,,,,,,,
2019-03-24,Amini Park,Port Moresby,none,Philippines,Vanuatu,,,Vanuatu,,,field,A Kapa,SD Fry,Philippines,,,,,,,
2019-03-24,The Wanderers Stadium,Johannesburg,South Africa,South Africa,Sri Lanka,,,Sri Lanka,,,field,A Paleker,AT Holdstock,South Africa,,,,,,,
2019-05-05,Sophia Gardens,Cardiff,England,England,Pakistan,,,Pakistan,,,bat,MA Gough,AG Wharf,England,,,,,,,
2019-05-20,Kyambogo Cricket Oval,Kampala,none,Ghana,Namibia,,,Namibia,,,field,Kehinde Olanbiwonnu,I Chabi,Namibia,,,,,,,
2019-05-20,Lugogo Cricket Oval,Kampala,Uganda,Uganda,Botswana,,,Botswana,,,field,Emmanuel Byiringiro,D Odhiambo,Uganda,,,,,,,
2019-05-21,Kyambogo Cricket Oval,Kampala,none,Ghana,Kenya,,,Ghana,,,field,A Louw,Kehinde Olanbiwonnu,Kenya,,,,,,,
2019-05-21,Kyambogo Cricket Oval,Kampala,Uganda,Uganda,Namibia,,,Namibia,,,bat,L Rusere,D Odhiambo,Namibia,,,,,,,
2019-05-21,Lugogo Cricket Oval,Kampala,none,Botswana,Nigeria,,,Nigeria,,,bat,Emmanuel Byiringiro,I Chabi,Nigeria,,,,,,,
2019-05-22,Kyambogo Cricket Oval,Kampala,none,Botswana,Namibia,,,Botswana,,,bat,L Rusere,Emmanuel Byiringiro,Namibia,,,,,,,
2019-05-22,Kyambogo Cricket Oval,Kampala,none,Ghana,Nigeria,,,Ghana,,,field,D Odhiambo,Kehinde Olanbiwonnu,Nigeria,,,,,,,
2019-05-22,Lugogo Cricket Oval,Kampala,Uganda,Uganda,Kenya,,,Kenya,,,bat,I Chabi,A Louw,Kenya,,,,,,,
2019-05-23,Kyambogo Cricket Oval,Kampala,Uganda,Uganda,Ghana,,,Ghana,,,bat,A Louw,D Odhiambo,Uganda,,,,,,,
2019-05-25,Sportpark Maarschalkerweerd,Utrecht,none,Germany,Italy,,,Italy,,,field,Rizwan Akram,Adriaan van den Dries,Italy,,,,,,,
2019-06-15,King George V Sports Ground,Castel,none,Guernsey,Germany,,,Germany,,,field,Adriaan van den Dries,AG Wharf,Germany,,,,,,,
2019-06-16,College Field,St Peter Port,Guernsey,Guernsey,Italy,,,Guernsey,,,field,AG Wharf,MV Waldron,Italy,,,,,,,
